Part Number,Item Number,Product Name,Slug,Category,Brand,Vehicle Type,Product Type,Retail Price,Was Price / MSRP,Rating,Review Count,Compatible Bike Makes,Compatible Bike Models,Fitment Year / Range,Description,Specs & Features,Image URL,Canonical URL
270696,P72274,"Shinko 777 Cruiser Tires",shinko-777-cruiser-tires,Tires,Shinko Tires,"Cruiser / V-Twin","Cruiser Tire / Harley Tire / Dot Tire",89.21,104.95,4.80,1266,"Harley-Davidson","Harley Sportster / Harley Fxfxr / Harley Street / Harley Touring / Harley V Rod / Harley Softail / Harley Dyna / Harley Dyna Fat Bo / Harley Dyna Street / Harley Dyna Super / Harley Dyna Switch / Harley Softail Del / Harley Softail Deu / Harley Softail Fat / Harley Softail Her / Harley Softail Nig / Harley Sportster 1 / Harley Sportster 8 / Harley Sportster I / Harley Touring Ele / Harley Touring Roa / Harley Touring Str",1990 - 2025,"Shinko 777 Tires The Shinko 777 is available in a multitude of sizes to fit many V-Twin and metric cruiser models.","The 777 was designed specifically for cruiser model bikes Rubber compound provides more mileage with great wet and dry grip Tread design includes functional siping and grooves for superior traction in wet and dry riding conditions Confidence inspiring traction you can feel when accelerating, braking and cornering Aramid belted provides ample load capacity while also giving more stability Unleash the handling potential of you cruiser motorcycle Tread compound designed for a great combination of traction and mileage Directional tread pattern offers excellent wet and dry traction H rated 4 or 6 ply construction Tubeless Select sizes available with reflective sidewall for nighttime visibility Available in ""Reinforced"" for heavyweight touring bikes, two-up riding, or when required by OEM specifications Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/2090/1073/shinko777_cruiser_tires.jpg,""
1841637,P865273,"Bridgestone Battlax BT46 Sport Touring Tires",bridgestone-battlax-bt46-sport-touring-tires,Tires,Bridgestone,"Cafe / Cruiser / V-Twin","Sport Touring Bias Dot / Cruiser Tire / Harley Tire / Vintage Tire",157.82,220.25,4.70,47,"Harley-Davidson","Touring",1990 - 2025,"Bridgestone Battlax BT-46 Sport Touring Tires Upgrading an icon is never easy. The Bridgestone BT46 Sport Touring Tire replaces and improves the long-standing BT45 Tire with the latest tire technology. Using ""Silica Rich EX"" technology, performance in wet conditions is improved by increasing the amount of silica. This grippy compound is then processed further using Bridgestone's RC Polymer construction method to optimize the distribution of silica within the rubber compound. This improves tread flexibility allowing greater contact with the road surface in both hot and cold conditions. The reduction in molecular friction also improves rolling resistance and boosts fuel economy. Capturing a new set of riders, the BT46 is also available in popular vintage sportbike tire sizes. These sizes achieve a higher ""V"" speed rating.","Bias-ply construction designed for touring bikes and vintage sport motorcycles Common vintage sportbike sizes rated to ""V"" speed rating Silica Rich EX single compound composition RC Polymer construction technology NanoPro-Tech controlled micro structure Long-lasting compound on rear applications Increased wet performance All sizes tubeless (TL) Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/1450/2464/bridgestone_battlax_bt46_sport_touring_tires.jpg,""
10375972,P1083803,"Michelin Power 6 Tires",michelin-power-6-tires,Tires,Michelin Tires,"Street / Sportbike","Dot Tire / Sportbike Tire",186.99,248.95,4.90,43,"Honda, Yamaha, Kawasaki, Suzuki, BMW, Ducati, Triumph, Aprilia","Honda CBR600RR / CBR1000RR, Yamaha YZF-R6 / YZF-R1 / MT-07 / MT-09, Kawasaki Ninja 650 / ZX-6R / ZX-10R, Suzuki GSX-R600 / GSX-R1000, BMW S1000RR, Ducati Monster / Panigale",1998 - 2025,"Michelin Power 6 Tires Michelin's premium sport bike tire designed for exhilarating road performance Optimized grip for both wet and dry conditions, ensuring confidence in every ride Delivers precise handling and improved road feedback for a superior riding experience Utilizes development tools and insights derived from MotoGP technology 100% road focused performance, building on the success of the acclaimed Power 5 Suitable for a wide range of sport bikes with engines exceeding 300cc Please Note: The Michelin Power 5 and Michelin Pilot Power 2CT lines will continue to be available for the foreseeable future. Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount Unleash the full potential of your sport bike with the Michelin Power 6, the latest evolution in street riding tire technology. Building on the acclaimed performance of the Power 5, the Power 6 is meticulously engineered for riders who demand optimal road performance, whether carving through dry corners or navigating challenging wet conditions. With an emphasis on razor sharp handling and enhanced road feedback, this tire leverages MotoGP derived development insights to deliver an unparalleled riding experience. Designed for bikes over 300cc, the Power 6 is the new benchmark for sporty road riding. Superb Grip And Sharp Handling Experience exceptional wet and dry grip with the Power 6's advanced compounds. Enjoy precise, agile handling and enhanced road feedback for a connected, confidence inspiring ride in all conditions. Race Inspired Road Dominance Leveraging MotoGP development insights, the Power 6 sets a new benchmark. Succeeding the Power 5, it offers peak performance in handling, grip and feedback. Upgrade to Power 6 for the ultimate street riding experience.","N/A",https://www.cyclegear.com/_a/product_images/2190/2815/michelin_power6_tires.jpg,""
10089759,P921242,"Pirelli Diablo Rosso IV Tires",pirelli-diablo-rosso-iv-tires,Tires,Pirelli,"Street / Sportbike","Hypersport Dot / Dot Tire / Sportbike Tire / Multi Compound Tire",153.76,206.01,4.90,75,"Honda, Yamaha, Kawasaki, Suzuki, BMW, Ducati, Triumph, Aprilia","Honda CBR600RR / CBR1000RR, Yamaha YZF-R6 / YZF-R1 / MT-07 / MT-09, Kawasaki Ninja 650 / ZX-6R / ZX-10R, Suzuki GSX-R600 / GSX-R1000, BMW S1000RR, Ducati Monster / Panigale",1998 - 2025,"Pirelli Diablo Rosso 4 Tires Pirelli infuses technology from the World Superbike Championship into their Diablo Rosso IV tires. Designed with unprecedented handling, this is the evolution of sport riding.","WSBK-derived profile for agile response, quick turn-in and transitions Designed for supersport, naked and crossover motorcycles for aggressive road use Outstanding grip on both wet and dry roads High-performance silica-enriched multi-compounds improve grip across a wide range of temperatures for optimal grip in all conditions Large contact patch for improved adherence Blackwall Tubeless (TL) W-rated for speeds of 168+ MPH Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/1590/8828/pirelli_diablo_rosso_iv_tires.jpg,""
10482241,P1132893,"Dunlop Sportmax Q5A Tires",dunlop-sportmax-q5a-tires,Tires,Dunlop,"Street / Sportbike / Cafe / Adventure / Dual Sport","Hypersport Dot / Dot Tire / Touring Tire / Sportbike Tire",146.99,183.95,4.80,5,"BMW, KTM, Honda, Yamaha, Triumph, Suzuki, Ducati, Kawasaki, Husqvarna","BMW R1200GS / R1250GS / F850GS, KTM 1290 Super Adventure / 890 Adventure, Honda Africa Twin / CRF300L, Yamaha Ténéré 700, Triumph Tiger 900 / 1200, Suzuki V-Strom 650, Kawasaki KLR650",2000 - 2025,"Dunlop Sportmax Q5A Tires The Sportmax Q5A tire provides unmatched riding performance by advancing the proven designs of Dunlop's iconic Roadsport and Q Series lines. With Multi-Tread technology, this tire achieves a balance between durability and dexterity, featuring a long-lasting compound at the center and high-adhesion materials on the sides for superior handling and grip. The utilization of Jointless Belt technology in both the front and rear tires enhances comfort, curtails expansion at high velocities, and delivers remarkable stability and feedback. Additionally, an innovative compound that incorporates Carbon R and Hi Silica X has been introduced to enhance grip under both dry and wet conditions.","Enhanced wet and dry grip Outstanding mileage without sacrificing handling or grip Multi-Tread technology - long-wearing compound in the center of the rear tread flanked by lateral-grip compounds Jointless Belt (JBL) technology - improves compliance and comfort, reduces dynamic growth at high speeds and provides exceptional feel and stability New compound implements Carbon R and Hi Silica X to increase both dry and wet grip performance Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/2385/8119/dunlop11070_r17_mc54_h_dun_sportmax_q5_abltl_1800x1800.jpg,""
594633,P148939,"Shinko 705 Dual Sport Tires",shinko-705-dual-sport-tires,Tires,Shinko Tires,"Adventure / Dual Sport","80 On Road 20 Off Road / Dual Sport Tire / Touring Tire / Dot Tire",92.61,108.95,4.50,438,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Shinko 705 Dual Sport Tires Designed for 80% street and 20% trail riding, the Shinko 705 has a versatile tread pattern for everything from the trail to the highway.","Rubber compound resists tearing during off road use 4-ply construction Front/Rear indicates that tire can go on either the front or rear on the bike Tires are bias ply except where indicated 150/70R18 TL 70V is a radial tire Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/0141/6069/shinko705_dual_sport_tires.jpg,""
10390105,P1089431,"Bridgestone Battlax Hypersport S23 Tires",bridgestone-battlax-hypersport-s23-tires,Tires,Bridgestone,"Street / Sportbike","Sportbike Tire / Hypersport Dot / Dot Tire / Multi Compound Tire",172.00,229.25,4.80,25,"Honda, Yamaha, Kawasaki, Suzuki, BMW, Ducati, Triumph, Aprilia","Honda CBR600RR / CBR1000RR, Yamaha YZF-R6 / YZF-R1 / MT-07 / MT-09, Kawasaki Ninja 650 / ZX-6R / ZX-10R, Suzuki GSX-R600 / GSX-R1000, BMW S1000RR, Ducati Monster / Panigale",1998 - 2025,"Bridgestone Battlax Hypersport S23 Tires Building upon the achievements of the Hypersport S22, the Bridgestone Battlax Hypersport S23 Tires elevate performance with heightened levels of grip in both dry and wet conditions. These tires boast an updated tread pattern and a newly formulated compound, specifically tailored to meet the demands of contemporary sport bikes.","Outstanding stability at high speeds from tuned front and rear MS Belt construction Excellent wet and dry grip at high lean angles due to new shoulder compound Superb handling and dry grip due to new front and rear tread patterns Contact patch optimized through Ultimat-Eye analysis Tubeless (TL) design in all sizes Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/2214/8883/bridgestone_battlax_hypersport_s23_tires.jpg,""
158448,P209884,"Dunlop D404 Tires",dunlop-d404-tires,Tires,Dunlop,"Cruiser / V-Twin","Customcruisertouring Bi / Cruiser Tire / Dot Tire",93.99,127.95,4.70,957,"Harley-Davidson, Honda, Yamaha, Indian, Kawasaki, Suzuki, Victory","Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard",1990 - 2025,"Dunlop D404 Rear Tires","WWW for a whitewall Tread compound delivers excellent balance of mileage and grip Tread patterns designed to deliver outstanding water evacuation and wet grip Bias-ply construction designed to deliver excellent load-carrying capacity as well as a smooth ride for maximum comfort Offset center groove delivers excellent straight-line stability Value priced for a wide range of motorcycles Note: The D404 is not meant to be used on Harley-Davidson motorcycles due to the tires' lower load capacity ratings. Please see the Dunlop Harley-Davidson D402/401 series tires for increased load capacity. Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/0034/0845/DT-D404-025_is.jpg,""
1588626,P647865,"Michelin Anakee Adventure Tires",michelin-anakee-adventure-tires,Tires,Michelin Tires,"Adventure / Dual Sport","80 On Road 20 Off Road / Dual Sport Tire / Touring Tire / Multi Compound Tire",161.99,249.99,4.50,167,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Michelin Anakee Adventure Tires Situated comfortably between the off-road biased 50/50 Anakee Wild tires and road biased 90/10 Anakee 3 tires, the 80/20 Anakee Adventure stands poised to handle hard-packed trail and any paved roads from there in between. Michelin's proven 2CT and 2CT+ compounds offer excellent grip on wet and dry tarmac. Front applications feature 2CT technology with two different silica blends - one down the center of the tread and the second on the shoulders. This gives excellent traction at a range of lean angles, especially in wet conditions. On the back tire, 2CT+ technology is applied by layering different durometers of rubber around the main contact patch - enhancing the tire’s rigidity, stability at high speeds and ability to handle off-road terrain under load.The tread pattern gradually gets deeper along the sides for better traction on wet terrain.","80% on-road / 20% off-road 2CT and 2CT+ compounds Fitment for popular ADV bikes including the BMW R1200GS Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/2063/2746/michelin_anakee_adventure_tires.jpg,""
10482253,P1132895,"Dunlop AE2 Tires",dunlop-ae2-tires,Tires,Dunlop,"Cruiser / V-Twin","Customcruisertouring Bi / Customcruisertouring Ra / Dot Tire / Multi Compound Tire",180.99,218.95,4.60,52,"Harley-Davidson","Harley (Sportster, Softail, Dyna, Street Glide, Road King, Fat Boy), Honda Shadow / VTX, Yamaha V-Star / Bolt, Indian Scout / Chief, Kawasaki Vulcan, Suzuki Boulevard",1990 - 2025,"Dunlop American Elite 2 Tires The AE2 tires mark an evolution from the iconic American Elite series, delivering a refreshed aesthetic with an optimized tread pattern and an updated compound formulation. This tire is crafted to extend mileage while improving performance in wet conditions. Utilizing Multi-Tread™ technology, the AE2 features a durable compound at the center of the rear tire, bordered by compounds designed for superior lateral grip. This not only ensures impressive longevity but also does not compromise on handling or traction. An enhancement in tread pattern design contributes to better wear distribution and increased mileage. Both the front and rear tires have been formulated with advanced compounds that bolster resistance to wear and performance during wet weather. The tires' construction employs a cut-breaker design, providing a sturdy casing that effortlessly supports the weights and torques of a wide array of motorcycles, from the latest to older models, across cruiser, v-twin, and touring categories.","Optimized tread pattern Updated compound formula for improved wear resistance and wet-weather performance Multi-Tread technology - long-wearing compound in the center of the rear tread flanked by lateral-grip compounds Cut-breaker construction provides robust casing to handle weights and torques of most v-twin, cruiser and touring motorcycles Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/2406/1208/dunlop_ae2_tires.jpg,""
1790985,P836177,"Michelin Commander III Touring Tires",michelin-commander-iii-touring-tires,Tires,Michelin Tires,"Cruiser / V-Twin / Adventure / Dual Sport","Cruiser Tire / Harley Tire / Touring Tire / Dot Tire",173.99,229.99,4.70,595,"Harley-Davidson","Harley Sportster / Harley Fxfxr / Harley Street / Harley Touring / Harley V Rod / Harley Softail / Harley Dyna / Harley Dyna Fat Bo / Harley Dyna Street / Harley Dyna Super / Harley Dyna Switch / Harley Softail Del / Harley Softail Deu / Harley Softail Fat / Harley Softail Her / Harley Softail Nig / Harley Sportster 1 / Harley Sportster 8 / Harley Sportster I / Harley Touring Ele / Harley Touring Roa / Harley Touring Str / Touring",1990 - 2025,"Michelin Commander 3 Touring Tires Engineered for V-twin and cruiser touring motorcycles seeking exceptional longevity and all weather performance Silica Rain Technology for remarkable wet grip and prevention of uneven wear patterns Amplified Density Technology in the casing for enhanced rider feedback, handling and maneuverability Aramid fiber crown ply for increased durability, stability at speed and reduced tire mass Delivers improved wet weather performance and even greater longevity than the acclaimed Commander II Numerous longitudinal tread grooves optimize water dispersal for superior wet traction Premium ''velvet'' sidewall detailing for a distinctive, stylish look that complements cruiser aesthetics Square bead wires improve casing rigidity, handling and ease of installation Available in ""Reinforced"" for heavyweight touring bikes, two-up riding, or when required by OEM specifications Please Note: The Commander III ""Touring"" and Commander III ""Cruiser"" are unique tires. Each model features a specific set of sizes, distinct sidewall designs and slightly different tread patterns. Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount The Michelin Commander III Touring Tire continues the legacy of its renowned predecessor, the Commander II, elevating the standards for V-twin and cruiser touring tires. Embodying Michelin's 'Total Performance' philosophy, the Commander III Touring is engineered to deliver an exceptional balance of dry grip, significantly enhanced wet weather performance and even greater longevity. Building on the Commander II's proven mileage, capable of covering up to 25,000 miles in Michelin's testing on a Harley Davidson Electra Glide Classic, this new generation tire offers riders unparalleled durability without compromising on traction or handling. This is the new benchmark for long distance touring excellence. Class Leading Mileage Hit the open road with the Commander III Touring, designed for exceptional longevity. Building on the legacy of the Commander II's impressive mileage, verified up to 25,000 miles, this tire aims for even greater distances. Silica Rain Technology helps prevent uneven wear and the aramid fiber crown ply boosts durability for countless miles of adventure. Stable, Precise Handling Ride with confidence due to the Commander III Touring's advanced design. Amplified Density Technology provides a rigid casing for excellent feedback and responsive handling. The high density carcass improves maneuverability and aramid tread plies ensure stability by resisting centrifugal growth. Square bead wires further enhance rigidity for precise control and easier fitting. Confident Rain Performance Don't let rain stop your ride. The Commander III Touring offers greatly improved rain grip. Silica Rain Technology provides outstanding grip on damp roads and the longitudinal tread grooves efficiently clear water. This ensures confident traction and control, whatever the weather. Total Performance & Style The Commander III Touring embodies Michelin's 'Total Performance' with no compromises. Expect impressive dry grip, superior wet traction and exceptional tire life. Beyond its leading performance, it features a unique tread pattern and premium 'velvet' sidewalls for a stylish look that complements your V-twin or cruiser.","N/A",https://www.cyclegear.com/_a/product_images/2062/5929/michelin_commander_iii_touring_tires.jpg,""
10005454,P875049,"Dunlop Roadsmart 4 Tires",dunlop-roadsmart-4-tires,Tires,Dunlop,"Adventure / Dual Sport","Sport Touring Radial Do / Dual Road Radial Dot / Touring Tire / Multi Compound Tire",230.83,290.95,4.80,58,"BMW, KTM, Honda, Yamaha, Triumph, Suzuki, Ducati, Kawasaki, Husqvarna","BMW R1200GS / R1250GS / F850GS, KTM 1290 Super Adventure / 890 Adventure, Honda Africa Twin / CRF300L, Yamaha Ténéré 700, Triumph Tiger 900 / 1200, Suzuki V-Strom 650, Kawasaki KLR650",2000 - 2025,"Dunlop Roadsmart 4 Tires Dunlop's Roadsmart 4 tires eliminate compromise for riders. They've improved mileage by 23% for the front and 26% for the rear with new technology, enhancing grip, comfort, and confidence in twisty roads. The new compound features Hi Silica X and Fine Carbon for wet grip and stopping power, while sidewall improvements enhance dry and wet handling comfort. The rear tires utilize Multi Tread Technology for longer-lasting center compounds and exceptional grip on the shoulders. Plus, revamped profiles offer 15% lighter steering for a more effortless and fatigue-free ride. Say goodbye to compromise and hit the road!","Hi Silica X and Fine Carbon technology to increase grip and decrease stopping distance in the wet Multi Tread Compound design helps top level performance throughout the life of the tire All new bead profile improves traction and slide control by minimizing buckling at full lean 15% lighter steering Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/1471/5980/dunlop_roadsmart4.jpg,""
817463,P210011,"Michelin Commander II Tires",michelin-commander-ii-tires,Tires,Michelin Tires,"Cruiser / V-Twin","Customcruisertouring Bi / Customcruisertouring Ra / Cruiser Tire / Harley Tire",143.99,189.95,4.90,1939,"Harley-Davidson","Harley Sportster / Harley Fxfxr / Harley Street / Harley Touring / Harley V Rod / Harley Softail / Harley Dyna / Harley Dyna Fat Bo / Harley Dyna Street / Harley Dyna Super / Harley Dyna Switch / Harley Softail Del / Harley Softail Deu / Harley Softail Fat / Harley Softail Her / Harley Softail Nig / Harley Sportster 1 / Harley Sportster 8 / Harley Sportster I / Harley Touring Ele / Harley Touring Roa / Harley Touring Str",1990 - 2025,"Michelin Commander II Tires Unrivaled tire life; Capable of covering up to 40,000 kilometers (Almost 25,000 miles) as proven in Michelin tests Superior wet weather grip and stability without compromising on durability, thanks to Silica Rain Technology Exclusive architecture with a rigid, high density carcass and aramid fiber crown ply allowing for exceptional maneuverability and stability, even at high speeds Amplified Density Technology helps deliver excellent feedback and handling Unique tread pattern and premium sidewall treatment for that classic eye catching cruiser style Available in ""Reinforced"" versions for heavyweight touring bikes or specific OEM requirements Please Note: Check your manufacturer's specifications for required load ratings when replacing OE Tires. Notes : 140/75R17 size is a radial tire. It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount Set a new standard for your cruiser with the Michelin Commander II tire, engineered for longevity and impeccable performance. Designed to go the distance, the Commander II offers nearly double the mileage of its main competitors without sacrificing wet grip, maneuverability or stability. Whether you're on a long tour or a daily ride, experience the confidence that comes with advanced Michelin technology, ensuring a smooth, stable and stylish journey. Record Mileage & All Weather Grip The Michelin Commander II offers class leading longevity, lasting nearly twice as long as competitors, up to 25,000 miles. Silica Rain Technology and deep tread grooves ensure outstanding wet grip and even wear for confident riding in all conditions. Stable Handling & Cruiser Style Experience superb stability and responsive handling with the Commander II. Its rigid carcass (Amplified Density Technology) and aramid crown ply provide excellent feedback and high speed stability. The unique tread and premium sidewall complete your cruiser's look.","N/A",https://www.cyclegear.com/_a/product_images/2062/5929/michelin_commander_iii_touring_tires.jpg,""
1597144,P675702,"Bridgestone Battlax Hypersport S22 Tires",bridgestone-battlax-hypersport-s22-tires,Tires,Bridgestone,"Street / Sportbike","Hypersport Dot / Sportbike Tire / Multi Compound Tire / Dot Tire",162.53,226.82,4.60,99,"Honda, Yamaha, Kawasaki, Suzuki, BMW, Ducati, Triumph, Aprilia","Honda CBR600RR / CBR1000RR, Yamaha YZF-R6 / YZF-R1 / MT-07 / MT-09, Kawasaki Ninja 650 / ZX-6R / ZX-10R, Suzuki GSX-R600 / GSX-R1000, BMW S1000RR, Ducati Monster / Panigale",1998 - 2025,"Bridgestone Battlax Hypersport S22 Tires The Bridgestone Battlax Hypersport S22 are dual compound front and triple compound rear tires suited for sporty riding with excellent wet weather traction. The S22 tires feature a new tread pattern and reformulated compounds to improve traction over its predecessor.","Updated tread pattern and rubber compounds Dual compound (3LC) front Triple compound (5LC) rear Tubeless (TL) Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here! Need your tire mounted? We’ve got you covered! Tire Mount Discount",https://www.cyclegear.com/_a/product_images/0906/5636/bridgestone_battlax_s22_foe.jpg,""
